Header	Spectrum	Legacy
BPM	134.0	0.0
Note	Tab	2	3.75	7.25	1.3333333333333333	-1
Note	Tab	3	2.0	5.5	2.0	-1
Note	Tab	1	1.25	4.75	3.3333333333333335	-1
Note	Tab	0	5.75	9.25	4.0	-1
Note	Tab	3	5.0	8.5	4.0	-1
Note	Tab	2	2.5	6.0	5.333333333333333	-1
Note	Tab	0	3.5	7.0	6.0	-1
Note	Tab	1	3.5	7.0	6.0	-1
Note	Auto	2	-1.0	-1.0	7.0	1
Note	Tab	3	2.75	7.25	7.25	-1
Note	Tab	2	2.75	7.25	7.5	1
Note	Tab	3	2.75	7.25	7.75	-1
Note	Tab	2	2.75	7.25	8.0	1
Note	Tab	3	2.75	7.25	8.25	-1
Note	Tab	2	3.5	7.5	9.333333333333334	-1
Note	Tab	2	3.5	7.5	10.0	-1
Note	Tab	2	3.25	7.25	10.666666666666666	-1
Note	Tab	3	1.0	5.0	11.333333333333334	-1
Note	Tab	3	5.75	9.75	11.333333333333334	-1
Note	Tab	1	5.0	9.0	12.666666666666666	-1
Note	Tab	2	5.5	9.5	12.666666666666666	-1
Note	Auto	3	-1.0	-1.0	13.666666666666666	0
Note	Auto	2	-1.0	-1.0	14.666666666666666	2
Note	Tab	2	2.75	7.25	15.666666666666666	2
Note	Tab	3	2.75	7.25	15.666666666666666	0
Note	Auto	3	-1.0	-1.0	16.666666666666668	3
Note	Auto	2	-1.0	-1.0	16.666666666666668	1
Note	Tab	3	1.25	5.75	18.0	3
Note	Tab	3	3.5	8.0	18.5	3
Note	Tab	2	4.5	9.0	19.0	1
Note	Tab	2	4.5	9.0	19.5	1
Note	Tab	2	2.0	6.5	20.0	-1
Note	Tab	3	2.0	6.5	20.0	-1
Note	Tab	0	1.0	5.5	21.0	-1
Note	Tab	0	0.75	5.25	21.5	-1
Note	Tab	1	5.5	10.0	22.0	-1
Note	Tab	1	1.25	5.75	22.5	-1
Note	Tab	1	4.0	8.5	23.0	-1
Note	Tab	3	1.5	6.0	23.0	-1
Note	Auto	3	-1.0	-1.0	24.0	-1
Note	Auto	3	-1.0	-1.0	25.0	0
Note	Tab	3	2.25	7.75	26.0	0
Note	Auto	2	-1.0	-1.0	27.0	0
Note	Tab	2	2.25	7.75	28.0	0
Note	Auto	1	-1.0	-1.0	29.0	0
Note	Tab	1	2.25	7.75	30.0	0
Note	Auto	0	-1.0	-1.0	31.0	0
Note	Tab	0	2.25	7.75	32.0	0
Note	Auto	0	-1.0	-1.0	33.0	-1
Note	Auto	1	-1.0	-1.0	33.0	-1
Note	Auto	2	-1.0	-1.0	33.0	-1
Note	Auto	3	-1.0	-1.0	33.0	-1
Note	Tab	3	3.75	7.75	33.666666666666664	-1
Note	Tab	2	2.75	6.75	34.333333333333336	-1
Note	Tab	3	4.0	8.0	34.333333333333336	-1
Note	Tab	2	5.5	9.5	35.0	-1
Note	Tab	2	5.25	9.25	35.666666666666664	-1
Note	Tab	3	5.0	9.0	35.666666666666664	-1
Note	Tab	0	3.75	7.75	36.333333333333336	-1
Note	Tab	0	3.25	7.25	37.0	-1
Note	Tab	0	3.75	7.75	37.666666666666664	-1
Note	Tab	1	3.75	7.75	37.666666666666664	-1
Note	Tab	2	4.25	8.25	39.0	-1
Note	Tab	3	3.5	7.5	39.0	-1
Note	Tab	2	4.25	8.25	40.0	-1
Note	Tab	3	4.5	8.5	40.0	-1
Note	Tab	3	2.25	6.25	40.666666666666664	-1
Note	Tab	2	2.0	6.0	41.333333333333336	-1
Note	Tab	3	2.5	6.5	41.333333333333336	-1
Note	Tab	2	5.25	9.25	42.0	-1
Note	Tab	3	2.5	6.5	42.0	-1
Note	Tab	3	1.25	5.25	43.0	-1
Note	Tab	0	3.0	7.0	44.0	-1
Note	Tab	2	5.25	9.25	44.0	-1
Note	Tab	2	2.75	6.75	45.0	-1
Note	Tab	2	5.75	9.75	45.666666666666664	-1
Note	Tab	3	0.25	4.25	46.333333333333336	-1
Note	Tab	3	5.25	9.25	46.333333333333336	-1
Note	Auto	2	-1.0	-1.0	47.333333333333336	1
Note	Auto	2	-1.0	-1.0	48.333333333333336	1
Note	Tab	2	5.25	9.25	49.333333333333336	1
Note	Tab	2	0.5	4.5	49.333333333333336	1
Note	Tab	2	4.75	8.75	50.333333333333336	1
Note	Tab	3	1.5	5.5	50.333333333333336	-1
Note	Auto	1	-1.0	-1.0	51.333333333333336	1
Note	Tab	3	0.25	4.25	52.333333333333336	-1
Note	Tab	3	5.5	9.5	52.333333333333336	-1
Note	Tab	1	3.0	7.0	53.333333333333336	1
Note	Tab	3	2.5	6.5	53.333333333333336	-1
Note	Auto	1	-1.0	-1.0	54.333333333333336	0
Note	Tab	1	5.5	9.5	55.333333333333336	0
Note	Tab	2	5.25	9.25	55.333333333333336	-1
Note	Tab	1	3.5	7.5	56.333333333333336	-1
Note	Tab	0	1.25	5.25	57.333333333333336	-1
Note	Tab	0	5.5	9.5	58.0	-1
Note	Tab	2	5.5	9.5	58.0	-1
Note	Tab	2	2.5	7.5	59.0	-1
Note	Tab	3	2.5	7.5	59.0	-1
Note	Tab	2	2.5	7.5	60.0	-1
Note	Tab	3	2.5	7.5	60.0	-1
Note	Auto	2	-1.0	-1.0	61.0	-1
Note	Auto	3	-1.0	-1.0	61.0	-1
Note	Auto	3	-1.0	-1.0	62.0	1
Note	Auto	2	-1.0	-1.0	62.0	0
Note	Tab	3	2.5	7.5	63.0	1
Note	Tab	2	2.5	7.5	63.0	0
Note	Tab	3	2.5	7.5	64.0	1
Note	Tab	2	2.5	7.5	64.0	0
Note	Tab	2	5.5	9.5	65.0	0
Note	Tab	2	0.75	4.75	65.0	0
Note	Auto	0	-1.0	-1.0	66.0	1
Note	Tab	0	3.75	8.25	67.0	1
Note	Tab	0	3.75	8.25	68.0	1
Note	Tab	0	3.75	8.25	69.0	1
Note	Tab	0	3.75	8.25	70.0	1
Note	Tab	0	3.75	8.25	71.0	1
Note	Tab	0	3.75	8.25	72.0	1
Note	Tab	2	0.5	5.5	73.0	-1
Note	Tab	2	4.25	9.25	73.66666666666667	-1
Note	Tab	2	4.75	9.75	74.33333333333333	-1
Note	Tab	3	0.5	5.5	75.0	-1
Note	Tab	1	2.5	7.5	75.5	3
Note	Tab	1	2.5	7.5	76.5	3
Note	Tab	1	2.5	7.5	77.5	3
Note	Tab	1	2.5	7.5	78.5	3
Note	Tab	1	2.5	7.5	79.5	3
Note	Tab	1	2.5	7.5	80.5	3
Note	Auto	0	-1.0	-1.0	81.5	-1
Note	Auto	1	-1.0	-1.0	81.5	-1
Note	Auto	2	-1.0	-1.0	81.5	-1
Note	Auto	3	-1.0	-1.0	81.5	-1
Note	Tab	2	3.25	8.25	84.0	-1
Note	Tab	3	3.25	8.25	84.0	-1
Note	Tab	1	3.5	8.5	85.0	-1
Note	Tab	2	3.5	8.5	85.0	-1
Note	Tab	0	4.0	9.0	86.0	-1
Note	Tab	2	1.25	6.25	86.0	-1
Note	Tab	0	3.0	8.0	87.0	-1
Note	Tab	3	2.5	7.5	87.0	-1
Note	Tab	2	2.75	7.75	88.0	-1
Note	Tab	3	3.0	8.0	88.0	-1
Note	Tab	1	3.5	8.5	89.0	-1
Note	Tab	2	3.25	8.25	89.0	-1
Note	Tab	0	2.25	7.25	90.0	-1
Note	Tab	1	2.0	7.0	90.0	-1
Note	Tab	2	0.75	4.75	91.0	-1
Note	Tab	2	5.75	9.75	91.0	-1
Note	Tab	3	1.25	5.25	92.0	-1
Note	Tab	3	4.5	8.5	92.5	-1
Note	Tab	2	3.75	7.75	93.0	-1
Note	Tab	2	3.5	7.5	93.5	-1
Note	Tab	3	1.5	5.5	94.0	-1
Note	Tab	3	5.0	9.0	94.5	-1
Note	Tab	1	2.25	6.25	95.0	-1
Note	Tab	1	2.0	6.0	95.5	-1
Note	Auto	3	-1.0	-1.0	96.0	1
Note	Tab	2	3.25	7.75	96.25	-1
Note	Tab	3	3.0	7.5	96.5	1
Note	Tab	2	3.0	7.5	96.75	-1
Note	Auto	0	-1.0	-1.0	97.0	1
Note	Tab	1	2.5	7.0	97.25	-1
Note	Tab	0	2.75	7.25	97.5	1
Note	Tab	1	2.0	6.5	97.75	-1
Note	Auto	3	-1.0	-1.0	98.0	1
Note	Tab	0	3.5	8.0	98.25	-1
Note	Tab	3	3.25	7.75	98.5	1
Note	Tab	0	3.0	7.5	98.75	-1
Note	Auto	2	-1.0	-1.0	99.0	1
Note	Tab	1	3.0	7.5	99.25	-1
Note	Tab	2	3.0	7.5	99.5	1
Note	Tab	1	2.5	7.0	99.75	-1
Note	Tab	3	4.5	7.5	100.5	-1
Note	Tab	2	5.5	8.5	101.0	-1
Note	Tab	2	1.5	4.5	101.5	-1
Note	Tab	0	2.0	5.0	103.0	-1
Note	Tab	0	6.25	9.25	103.5	-1
Note	Tab	1	6.0	9.0	104.0	-1
Note	Tab	1	4.0	7.0	105.0	-1
Note	Tab	2	4.25	7.25	105.0	-1
Note	Tab	3	3.75	6.75	105.5	-1
Note	Tab	2	3.25	6.25	106.0	-1
