BPM	180.0	0.0
Note	Tab	3	1.25	4.0	8.0	-1
Note	Tab	1	2.0	4.0	8.5	-1
Note	Tab	1	3.5	5.5	9.0	-1
Note	Tab	1	6.5	8.5	9.5	-1
Note	Tab	3	5.25	8.0	10.0	-1
Note	Tab	2	2.0	4.0	10.5	-1
Note	Tab	2	3.75	5.75	11.0	-1
Note	Tab	2	6.25	8.25	11.5	-1
Note	Tab	3	5.5	8.25	12.0	3
Note	Tab	0	5.5	8.0	12.0	0
Note	Tab	3	3.25	6.0	13.5	3
Note	Tab	2	3.25	6.0	13.5	2
Note	Tab	2	4.25	6.75	15.0	2
Note	Tab	1	4.25	7.0	15.0	1
Note	Tab	3	2.5	5.25	16.0	-1
Note	Tab	0	2.75	4.5	16.5	-1
Note	Tab	0	3.5	5.25	17.0	-1
Note	Tab	0	4.5	6.25	17.5	-1
Note	Tab	3	4.75	7.5	18.0	-1
Note	Tab	1	7.25	9.0	18.5	-1
Note	Tab	1	4.75	6.5	19.0	-1
Note	Tab	1	1.5	3.25	19.5	-1
Note	Tab	3	2.5	5.25	20.0	3
Note	Tab	2	3.0	5.75	20.5	2
Note	Tab	3	3.5	6.25	21.0	3
Note	Tab	2	3.5	6.25	21.5	2
Note	Slide	2	3.5	5.75	21.75	2
Note	Slide	2	3.25	5.5	22.0	2
Note	Slide	2	3.0	5.25	22.25	2
Note	Slide	2	2.75	5.0	22.5	2
Note	Tab	3	2.25	5.0	24.0	-1
Note	Tab	2	6.5	8.5	24.5	-1
Note	Tab	2	4.0	6.0	25.0	-1
Note	Tab	2	1.75	3.75	25.5	-1
Note	Tab	3	5.25	8.0	26.0	-1
Note	Tab	2	2.25	4.25	26.5	-1
Note	Tab	2	4.25	6.25	27.0	-1
Note	Tab	2	6.75	8.75	27.5	-1
Note	Tab	3	4.0	6.75	28.0	3
Note	Tab	0	4.0	6.75	28.0	0
Note	Tab	1	3.75	6.5	29.5	1
Note	Tab	0	3.75	6.5	29.5	0
Note	Tab	2	3.5	6.25	31.0	2
Note	Tab	1	3.5	6.25	31.0	1
Note	Tab	3	3.25	6.0	32.0	-1
Note	Tab	1	4.5	7.25	32.5	-1
Note	Tab	3	3.25	6.0	33.0	-1
Note	Tab	1	4.5	7.25	33.5	-1
Note	Tab	0	4.0	6.75	34.0	-1
Note	Tab	2	4.0	6.75	34.5	-1
Note	Tab	0	4.0	6.75	35.0	-1
Note	Tab	2	4.0	6.75	35.5	-1
Note	Tab	3	3.0	5.75	36.0	3
Note	Slide	3	3.0	5.25	36.25	3
Note	Slide	3	2.75	5.0	36.5	3
Note	Slide	3	2.5	4.75	36.75	3
Note	Slide	3	2.25	4.5	37.0	3
Note	Tab	2	1.75	4.5	38.5	-1
Note	Tab	3	3.75	6.5	39.0	-1
Note	Tab	2	5.5	8.25	39.5	-1
Note	Auto	3	-1.0	-1.0	40.0	0
Note	Auto	0	-1.0	-1.0	40.0	-1
Note	Auto	1	-1.0	-1.0	40.0	-1
Note	Auto	2	-1.0	-1.0	40.0	-1
Note	Slide	0	2.0	4.0	40.5	3
Note	Slide	0	4.0	6.0	41.0	3
Note	Slide	0	6.0	8.0	41.5	3
Note	Auto	2	-1.0	-1.0	42.0	1
Note	Slide	1	7.0	9.0	42.5	2
Note	Slide	1	4.5	6.5	43.0	2
Note	Slide	1	2.0	4.0	43.5	2
Note	Tab	3	3.0	5.0	44.0	-1
Note	Tab	2	2.5	4.5	45.0	-1
Note	Tab	2	4.5	6.5	45.5	-1
Note	Tab	3	4.5	6.5	45.5	-1
Note	Tab	3	2.5	4.5	46.5	-1
Note	Tab	2	4.5	6.5	47.0	-1
Note	Tab	3	4.5	6.5	47.0	-1
Note	Auto	1	-1.0	-1.0	48.0	1
Note	Slide	2	2.0	4.0	48.5	2
Note	Slide	2	4.0	6.0	49.0	2
Note	Slide	2	6.0	8.0	49.5	2
Note	Auto	0	-1.0	-1.0	50.0	0
Note	Slide	3	7.0	9.0	50.5	3
Note	Slide	3	4.5	6.5	51.0	3
Note	Slide	3	2.0	4.0	51.5	3
Note	Tab	1	4.0	6.0	52.0	-1
Note	Tab	0	4.0	6.0	52.5	-1
Note	Tab	1	4.0	6.0	53.0	-1
Note	Tab	0	4.0	6.0	53.5	-1
Note	Slide	2	3.0	5.0	54.0	-1
Note	Tab	3	3.0	5.0	54.5	-1
Note	Tab	2	3.0	5.0	55.0	-1
Note	Tab	2	5.0	7.0	55.5	-1
Note	Auto	3	-1.0	-1.0	56.0	0
Note	Tab	1	6.5	8.5	56.5	-1
Note	Tab	1	3.0	5.0	57.0	-1
Note	Tab	1	6.0	8.0	57.5	-1
Note	Auto	2	-1.0	-1.0	58.0	1
Note	Tab	0	6.5	8.5	58.5	-1
Note	Tab	0	3.0	5.0	59.0	-1
Note	Tab	0	6.0	8.0	59.5	-1
Note	Tab	2	2.0	4.0	60.0	1
